Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
01/3/26,Revenue,Product sales,Corp. clients,"6,558",Pos,Alex - FP&A,Posted,Timing issue
01/4/26,Marketing,Google Ads,Google / LinkedIn,"3,031",cash,Erikfinance ops,,Map to GL 6100
2026-01-25,Sales,Sales commission,Payroll,"6,985",Pos,TBD,accrual,
01/3/26,R&D,AI automation,n8n,"1,613",Check,Alex - FP&A,accrual,Timing issue
01/2/26,Services,Prof services,Implementation clients,"2,543",Check,Andres,,Vendor invoice late
01/2/26,Sales,Sales commission,Payroll,"8,973",Pos,Andres,needs mapping,Ask owner
01/1/26,G&A,Accounting fees,Brandon,"8,383",cash,Erikfinance ops,posted,One-off item
2026-01-25,Mktg,Paid media,Google / LinkedIn,"9,371",ERP,,manual adj,One-off item
01/2/26,Sales,Payroll - sales,Payroll,"7,794",ERP,Andres,needs mapping,Ask owner
01-Jan-26,Sales,Payroll - sales,Payroll,362,cash,Andres,late invoice,Timing issue
15 Feb-26,COGS,Materials,Electric house,"5,114",Check,,posted,Vendor invoice late
2026-01-25,Marketing,Paid media,Google / LinkedIn,"2,277",manual Entry,Alex - FP&A,late invoice,Ask owner
2026-03-28,Marketing,Customer appr.,Amazon gift c.,"7,891",ERP,Erikfinance ops,,Vendor invoice late
2026-02-26,Revenue,Revenue,Corp. clients,"3,310",Pos,M. Chen,posted,
2026-02-26,Services,Support tools,Zendesk / Gainsight,"4,275",manual Entry,Alex - FP&A,,One-off item
01/4/26,Revenue,Service,Corp. clients,"8,743",Check,TBD,posted,One-off item
2026-03-28,Services,Support tools,Zendesk / Gainsight,213,cash,Andres,accrual,Vendor invoice late
2026-03-28,Services,Support tools,Zendesk / Gainsight,"7,546",Pos,,needs mapping,Ask owner
2026-03-28,Services,Support tools,Zendesk / Gainsight,"4,842",cash,M. Chen,late invoice,Ask owner
01/2/26,Revenue,Revenue,Corp. clients,"3,651",manual Entry,Andres,manual adj,
01/1/26,Sales,Sales commission,Payroll,63,ERP,M. Chen,needs mapping,
2026-02-26,Marketing,Paid media,Google / LinkedIn,"6,236",manual Entry,Erikfinance ops,accrual,One-off item
25 Mar-26,Revenue,Subscr. revenue,Retail Customer,"5,186",manual Entry,Alex - FP&A,needs mapping,Timing issue
2026-03-28,R&D,Payroll - eng,Payroll,"4,048",cash,Andres,posted,Map to GL 6100
25 Mar-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"9,964",manual Entry,,,Map to GL 6100
15 Feb-26,Mktg,Paid media,Google / LinkedIn,"4,831",manual Entry,M. Chen,Posted,Ask owner
2026-03-28,G&A,Office rent,Landlord,754,ERP,Andres,manual adj,Ask owner
15 Apr-26,Revenue,Product sales,Retail Customer,"8,336",cash,Andres,posted,Map to GL 6100
01/2/26,Marketing,Customer appr.,Gift hamper,"8,225",cash,Alex - FP&A,,
01/4/26,Services,Prof services,Implementation clients,"3,209",Pos,Andres,accrual,Check sign
2026-01-25,Revenue,Product sales,Corp. clients,"7,686",manual Entry,TBD,,One-off item
01-Jan-26,COGS,Materials,Johnsons Supply,"4,443",manual Entry,Andres,manual adj,Ask owner
01-Jan-26,R&D,AI automation,n8n,"8,140",Pos,TBD,Posted,Vendor invoice late
2026-01-25,Revenue,Subscr. revenue,Retail Customer,"8,897",cash,,accrual,Ask owner
2026-03-28,Services,Support tools,Zendesk / Gainsight,"7,561",cash,,manual adj,Check sign
01/1/26,Mktg,Events & webinars,Various,"5,023",Pos,TBD,Posted,One-off item
01-Jan-26,G&A,Accounting fees,Brandon,"8,937",Check,,posted,Ask owner
25 Mar-26,COGS,Cloud hosting,AWS / Datadog,"1,001",Check,M. Chen,,
15 Feb-26,Marketing,Events & webinars,Various,"8,732",Pos,M. Chen,late invoice,Ask owner
01/1/26,COGS,Cloud hosting,AWS / Datadog,"1,203",Check,,accrual,Ask owner
2026-01-25,Revenue,Product sales,Retail Customer,"6,883",Check,Alex - FP&A,late invoice,One-off item
15 Feb-26,Marketing,Paid media,Google / LinkedIn,"(3,286)",ERP,M. Chen,accrual,Ask owner
2026-03-28,COGS,Cloud hosting,AWS / Datadog,"9,288",cash,Erikfinance ops,needs mapping,
01-Jan-26,Services,Prof services,Implementation clients,"(9,192)",Check,,manual adj,Check sign
2026-04-01,Mktg,Customer appr.,Amazon gift c.,"3,194",ERP,Andres,Posted,Check sign
01/2/26,Sales,Payroll - sales,Payroll,"1,652",Pos,Alex - FP&A,late invoice,Ask owner
2026-04-01,Services,Prof services,Implementation clients,"4,186",Check,,,Ask owner
01/4/26,COGS,Materials,Home Depot,"5,327",cash,,Posted,Timing issue
01/2/26,Mktg,Paid media,Google / LinkedIn,"1,020",ERP,Alex - FP&A,posted,Timing issue
2026-01-25,Services,Support tools,Zendesk / Gainsight,"5,264",Pos,M. Chen,needs mapping,Check sign
01/4/26,Mktg,Customer appr.,Gift hamper,"6,539",ERP,Alex - FP&A,,One-off item
01/1/26,Services,Support tools,Zendesk / Gainsight,"7,913",Pos,Alex - FP&A,posted,Vendor invoice late
01/3/26,COGS,Materials,Electric house,"1,689",cash,TBD,needs mapping,
2026-01-25,Mktg,Paid media,Google / LinkedIn,"2,410",Pos,Alex - FP&A,late invoice,
01/1/26,COGS,Cloud hosting,AWS / Datadog,"(9,025)",manual Entry,Alex - FP&A,posted,Check sign
01/4/26,Services,Prof services,Implementation clients,"5,139",cash,TBD,,
2026-04-01,Revenue,Revenue,Corp. clients,"5,144",Check,Alex - FP&A,Posted,Map to GL 6100
25 Mar-26,R&D,Payroll - eng,Payroll,283,Pos,M. Chen,,Vendor invoice late
01/2/26,R&D,Payroll - eng,Payroll,"3,487",Pos,Alex - FP&A,needs mapping,Ask owner
2026-01-25,Marketing,Customer appr.,Soccer Ticket,"8,469",ERP,Alex - FP&A,Posted,Map to GL 6100
01/2/26,Mktg,Events & webinars,Various,"6,120",Pos,M. Chen,needs mapping,Map to GL 6100
01/2/26,COGS,Payroll - eng,Payroll,"(7,073)",Pos,Andres,Posted,Map to GL 6100
01/2/26,G&A,Accounting fees,Brandon,"6,966",Check,TBD,manual adj,One-off item
2026-04-01,Services,Prof services,Implementation clients,"2,362",ERP,,manual adj,Ask owner
01/4/26,Services,Prof services,Implementation clients,"5,592",Check,Erikfinance ops,accrual,
2026-02-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"2,708",ERP,TBD,manual adj,Timing issue
2026-04-01,Services,Prof services,Implementation clients,"6,831",Pos,Erikfinance ops,posted,Check sign
2026-04-01,G&A,Accounting fees,Jason CPA,"7,080",Pos,M. Chen,accrual,Timing issue
2026-02-26,Services,Support tools,Zendesk / Gainsight,"8,246",Pos,Erikfinance ops,Posted,Ask owner
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"2,769",ERP,M. Chen,accrual,Check sign
01/4/26,Mktg,Customer appr.,Amazon gift c.,"(9,596)",Check,Erikfinance ops,late invoice,Vendor invoice late
25 Mar-26,R&D,Payroll - eng,Payroll,"(8,204)",Pos,M. Chen,accrual,One-off item
15 Feb-26,Revenue,Revenue,Corp. clients,"8,200",Check,Andres,posted,
25 Mar-26,COGS,Materials,Home Depot,"6,217",manual Entry,Andres,accrual,Check sign
2026-04-01,Services,Support tools,Zendesk / Gainsight,"8,763",ERP,,Posted,Timing issue
2026-01-25,R&D,Cloud hosting,AWS / Datadog,5,cash,Andres,,Vendor invoice late
2026-04-01,COGS,Materials,Electric house,"6,781",Pos,Alex - FP&A,needs mapping,One-off item
2026-03-28,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,713",manual Entry,TBD,Posted,Check sign
2026-04-01,Revenue,Subscr. revenue,Corp. clients,"6,535",Check,Andres,late invoice,Map to GL 6100
01/3/26,Marketing,Customer appr.,Amazon gift c.,"(9,808)",ERP,M. Chen,,Map to GL 6100
01/1/26,Mktg,Customer appr.,Amazon gift c.,"2,786",manual Entry,,Posted,Check sign
25 Mar-26,COGS,Cloud hosting,AWS / Datadog,"3,698",ERP,Andres,late invoice,
01/3/26,Revenue,Subscr. revenue,Corp. clients,"4,498",Check,,needs mapping,Check sign
2026-01-25,R&D,AI automation,n8n,"5,979",manual Entry,Andres,posted,Ask owner
01/2/26,COGS,Cloud hosting,AWS / Datadog,473,cash,TBD,needs mapping,Map to GL 6100
01-Jan-26,Revenue,Subscr. revenue,Corp. clients,"8,063",ERP,Alex - FP&A,posted,Timing issue
2026-04-01,Marketing,Paid media,Google / LinkedIn,"4,630",Pos,Alex - FP&A,needs mapping,Check sign
01-Jan-26,Services,Prof services,Implementation clients,"6,472",ERP,TBD,manual adj,Ask owner
01/1/26,G&A,Legal fees,Buchalter,"4,029",Check,Alex - FP&A,late invoice,Ask owner
2026-02-26,G&A,Legal fees,Europa Law firm,"4,136",Check,M. Chen,Posted,
15 Feb-26,Marketing,Events & webinars,Various,"4,617",ERP,TBD,needs mapping,
15 Feb-26,Revenue,Service,Corp. clients,"8,650",cash,TBD,posted,Timing issue
01/3/26,Services,Support tools,Zendesk / Gainsight,"8,086",Pos,Andres,late invoice,Ask owner
2026-01-25,COGS,Payroll - eng,Payroll,607,manual Entry,Andres,needs mapping,Ask owner
01/2/26,Services,Prof services,Implementation clients,"5,188",Pos,Andres,,Vendor invoice late
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"8,889",Pos,,manual adj,One-off item
01/2/26,G&A,Legal fees,Buchalter,"2,817",manual Entry,TBD,manual adj,Map to GL 6100
01-Jan-26,Revenue,Subscr. revenue,Corp. clients,"4,438",ERP,M. Chen,Posted,Check sign
2026-02-26,Services,Prof services,Implementation clients,"5,513",manual Entry,M. Chen,accrual,Timing issue
01/4/26,Sales,Sales commission,Payroll,"6,973",ERP,Andres,posted,One-off item
2026-03-28,Mktg,Customer appr.,Gift hamper,"8,469",manual Entry,Erikfinance ops,posted,Timing issue
2026-02-26,Sales,Sales commission,Payroll,"1,453",Check,Erikfinance ops,Posted,Ask owner
2026-03-28,R&D,Payroll - eng,Payroll,"2,269",cash,TBD,accrual,Check sign
2026-03-28,Marketing,Events & webinars,Various,"7,813",Pos,Erikfinance ops,,Ask owner
01/4/26,Revenue,Subscr. revenue,Retail Customer,"(3,731)",cash,M. Chen,late invoice,One-off item
15 Apr-26,R&D,Payroll - eng,Payroll,"(3,533)",manual Entry,TBD,manual adj,Timing issue
2026-02-26,Marketing,Customer appr.,Amazon gift c.,"7,475",Pos,TBD,needs mapping,Ask owner
2026-02-26,R&D,Cloud hosting,AWS / Datadog,"(5,007)",ERP,Alex - FP&A,posted,Timing issue
2026-02-26,COGS,Materials,Home Depot,"7,804",ERP,TBD,late invoice,Ask owner
15 Apr-26,Services,Support tools,Zendesk / Gainsight,"5,860",ERP,Andres,needs mapping,Timing issue
2026-04-01,Revenue,Subscr. revenue,Retail Customer,"7,493",ERP,,needs mapping,Timing issue
2026-04-01,Revenue,Product sales,Retail Customer,"3,343",Pos,Alex - FP&A,accrual,Check sign
2026-02-26,COGS,Cloud hosting,AWS / Datadog,"5,898",ERP,TBD,manual adj,Ask owner
2026-02-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"(1,245)",Pos,Andres,late invoice,
15 Feb-26,Mktg,Customer appr.,Soccer Ticket,"6,068",Check,Erikfinance ops,manual adj,Check sign
01/4/26,COGS,Payroll - eng,Payroll,(869),ERP,TBD,,Vendor invoice late
01/2/26,Revenue,Subscr. revenue,Retail Customer,"(5,449)",ERP,Erikfinance ops,posted,One-off item
25 Mar-26,Revenue,Subscr. revenue,Retail Customer,"2,573",manual Entry,TBD,needs mapping,Vendor invoice late
01-Jan-26,Marketing,Paid media,Google / LinkedIn,"6,027",Check,Andres,manual adj,One-off item
2026-04-01,G&A,Legal fees,Buchalter,"8,801",cash,M. Chen,late invoice,Vendor invoice late
15 Feb-26,Marketing,Customer appr.,Soccer Ticket,"4,957",Check,Erikfinance ops,Posted,One-off item
01/3/26,R&D,Cloud hosting,AWS / Datadog,"9,862",Check,Erikfinance ops,posted,Timing issue
2026-04-01,Mktg,Events & webinars,Various,"9,352",Pos,TBD,accrual,Check sign
2026-04-01,COGS,Payroll - eng,Payroll,"4,722",Check,TBD,needs mapping,Ask owner
01/4/26,R&D,AI automation,n8n,"6,271",ERP,Andres,Posted,Map to GL 6100
01/4/26,G&A,Accounting fees,Jason CPA,"9,417",Pos,Erikfinance ops,accrual,
01/4/26,Mktg,Paid media,Google / LinkedIn,"7,678",manual Entry,M. Chen,posted,Timing issue
01/4/26,COGS,Cloud hosting,AWS / Datadog,443,Check,Erikfinance ops,Posted,Check sign
01-Jan-26,Services,Support tools,Zendesk / Gainsight,369,ERP,,accrual,Timing issue
25 Mar-26,Sales,Sales commission,Payroll,"4,773",Check,Andres,needs mapping,
25 Mar-26,R&D,AI automation,n8n,"7,597",cash,Andres,posted,Ask owner
01-Jan-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"1,176",Pos,Alex - FP&A,Posted,Timing issue
2026-02-26,Services,Prof services,Implementation clients,"6,901",Pos,TBD,manual adj,
01/2/26,R&D,Payroll - eng,Payroll,"3,579",Check,TBD,,Map to GL 6100
2026-02-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,703",manual Entry,Erikfinance ops,Posted,Map to GL 6100
2026-04-01,COGS,Payroll - eng,Payroll,"8,408",ERP,Alex - FP&A,late invoice,Map to GL 6100
15 Apr-26,Revenue,Subscr. revenue,Retail Customer,"5,597",Check,Alex - FP&A,needs mapping,Timing issue
15 Feb-26,G&A,Legal fees,Buchalter,"(9,720)",cash,Andres,Posted,Vendor invoice late
2026-01-25,Sales,Sales commission,Payroll,"(5,323)",manual Entry,Alex - FP&A,,
01/1/26,Services,Support tools,Zendesk / Gainsight,"1,089",Pos,TBD,late invoice,Map to GL 6100
01/1/26,Sales,Sales commission,Payroll,"2,299",cash,Erikfinance ops,accrual,Map to GL 6100
15 Feb-26,G&A,Accounting fees,Brandon,(901),Check,TBD,manual adj,One-off item
01/4/26,R&D,AI automation,n8n,"(2,495)",Check,TBD,accrual,
15 Apr-26,R&D,Payroll - eng,Payroll,"8,476",manual Entry,,needs mapping,Check sign
15 Apr-26,COGS,Materials,Walmart,657,Pos,M. Chen,Posted,One-off item
2026-01-25,Mktg,Customer appr.,Amazon gift c.,"(5,056)",ERP,TBD,accrual,Check sign
2026-03-28,Services,Prof services,Implementation clients,"8,288",manual Entry,TBD,Posted,Check sign
01/2/26,Services,Prof services,Implementation clients,"5,478",ERP,M. Chen,late invoice,Check sign
25 Mar-26,Marketing,Customer appr.,Gift hamper,"7,661",ERP,Alex - FP&A,late invoice,Timing issue
2026-01-25,G&A,Office rent,Landlord,"1,545",cash,Alex - FP&A,manual adj,Map to GL 6100
25 Mar-26,Marketing,Customer appr.,Amazon gift c.,"1,151",ERP,Andres,manual adj,Timing issue
01/1/26,G&A,Legal fees,Europa Law firm,"5,193",manual Entry,Alex - FP&A,manual adj,Ask owner
01/4/26,Marketing,Customer appr.,Amazon gift c.,163,Check,TBD,Posted,
01/4/26,COGS,Payroll - eng,Payroll,"1,705",Check,M. Chen,posted,Check sign
01/3/26,Services,Prof services,Implementation clients,"(6,401)",cash,,needs mapping,Timing issue
01/2/26,Sales,Payroll - sales,Payroll,"(6,725)",ERP,,late invoice,One-off item
2026-04-01,COGS,Payroll - eng,Payroll,"2,066",cash,M. Chen,,Map to GL 6100
01/1/26,Services,Prof services,Implementation clients,"4,778",Pos,Alex - FP&A,Posted,Timing issue
01/1/26,G&A,Office rent,Landlord,"3,132",manual Entry,TBD,late invoice,One-off item
2026-04-01,Revenue,Product sales,Retail Customer,"(7,808)",manual Entry,,late invoice,Map to GL 6100
01/4/26,Mktg,Customer appr.,Amazon gift c.,"2,406",Check,TBD,manual adj,One-off item
15 Feb-26,Marketing,Customer appr.,Amazon gift c.,"8,599",Check,Andres,late invoice,Timing issue
2026-04-01,R&D,Payroll - eng,Payroll,"6,333",manual Entry,Andres,accrual,Map to GL 6100
01/3/26,Revenue,Subscr. revenue,Corp. clients,"1,306",Pos,Alex - FP&A,Posted,
2026-04-01,COGS,Materials,Electric house,"7,435",manual Entry,M. Chen,posted,Vendor invoice late
01/3/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"9,297",Pos,Andres,accrual,Map to GL 6100
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"7,318",ERP,Alex - FP&A,manual adj,One-off item
2026-04-01,COGS,Payroll - eng,Payroll,"4,208",Pos,TBD,accrual,Map to GL 6100
01/4/26,G&A,Legal fees,Buchalter,"(2,394)",ERP,Andres,late invoice,One-off item
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"5,364",Check,Alex - FP&A,Posted,Vendor invoice late
01/2/26,Marketing,Events & webinars,Various,"9,793",Pos,Alex - FP&A,posted,One-off item
15 Apr-26,Services,Support tools,Zendesk / Gainsight,"(5,237)",ERP,Alex - FP&A,manual adj,
01/4/26,Mktg,Events & webinars,Various,"(6,870)",manual Entry,Alex - FP&A,late invoice,One-off item
2026-04-01,COGS,Payroll - eng,Payroll,"1,194",ERP,Erikfinance ops,posted,Timing issue
15 Feb-26,R&D,Cloud hosting,AWS / Datadog,"5,791",manual Entry,M. Chen,late invoice,Timing issue
15 Feb-26,G&A,Office rent,Landlord,"5,602",manual Entry,,manual adj,One-off item
01/3/26,G&A,Office rent,Landlord,"2,317",cash,,needs mapping,Check sign
2026-02-26,Services,Support tools,Zendesk / Gainsight,"(3,368)",Check,TBD,posted,One-off item
01/2/26,Marketing,Paid media,Google / LinkedIn,"2,309",Pos,Andres,manual adj,Map to GL 6100
01-Jan-26,Services,Prof services,Implementation clients,"6,473",ERP,Alex - FP&A,accrual,
01-Jan-26,Marketing,Google Ads,Google / LinkedIn,982,ERP,Alex - FP&A,needs mapping,
01/2/26,Services,Prof services,Implementation clients,"4,065",manual Entry,Alex - FP&A,posted,Map to GL 6100
15 Apr-26,G&A,Accounting fees,Brandon,"6,593",Check,,needs mapping,Map to GL 6100
2026-02-26,Revenue,Subscr. revenue,Corp. clients,"7,835",cash,TBD,,Timing issue
01/4/26,G&A,Legal fees,Europa Law firm,"4,699",manual Entry,,manual adj,Timing issue
2026-01-25,R&D,Payroll - eng,Payroll,(954),Check,Erikfinance ops,late invoice,
01/4/26,COGS,Payroll - eng,Payroll,"(1,907)",Check,,Posted,Map to GL 6100
2026-02-26,COGS,Payroll - eng,Payroll,"(5,403)",manual Entry,Erikfinance ops,accrual,
01/1/26,Marketing,Paid media,Google / LinkedIn,"7,807",manual Entry,Alex - FP&A,,Vendor invoice late
01/2/26,Services,Prof services,Implementation clients,"3,136",manual Entry,Andres,posted,
01/4/26,COGS,Materials,Walmart,"7,477",Pos,,Posted,Map to GL 6100
01/3/26,Mktg,Events & webinars,Various,"(4,833)",ERP,Alex - FP&A,manual adj,One-off item
01/3/26,R&D,Cloud hosting,AWS / Datadog,"7,529",manual Entry,M. Chen,Posted,Ask owner
2026-02-26,G&A,Legal fees,Europa Law firm,"5,787",manual Entry,TBD,accrual,One-off item
01/2/26,Mktg,Paid media,Google / LinkedIn,37,Pos,,,Check sign
01-Jan-26,Sales,Payroll - sales,Payroll,"9,658",ERP,Erikfinance ops,posted,Ask owner
2026-04-01,Mktg,Events & webinars,Various,"5,743",Pos,TBD,manual adj,One-off item
01/4/26,Mktg,Paid media,Google / LinkedIn,361,ERP,Alex - FP&A,late invoice,Map to GL 6100
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"(4,785)",ERP,M. Chen,Posted,Map to GL 6100
15 Apr-26,R&D,Payroll - eng,Payroll,"7,403",Pos,,accrual,Vendor invoice late
2026-01-25,G&A,Accounting fees,Brandon,"1,638",Check,,manual adj,Timing issue
01/2/26,Sales,Payroll - sales,Payroll,"8,358",Pos,TBD,posted,
2026-01-25,Mktg,Events & webinars,Various,"4,940",Pos,Andres,manual adj,Check sign
2026-02-26,R&D,Payroll - eng,Payroll,"2,307",manual Entry,TBD,posted,Map to GL 6100
01/1/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"7,411",Pos,Alex - FP&A,needs mapping,Check sign
15 Apr-26,R&D,Cloud hosting,AWS / Datadog,"3,816",cash,Erikfinance ops,posted,
01-Jan-26,Services,Support tools,Zendesk / Gainsight,"4,178",ERP,M. Chen,Posted,Timing issue
01/3/26,Services,Prof services,Implementation clients,"8,823",manual Entry,TBD,,Timing issue
25 Mar-26,G&A,Office rent,Landlord,"6,034",manual Entry,Erikfinance ops,posted,One-off item
2026-04-01,Marketing,Google Ads,Google / LinkedIn,"1,598",Pos,Alex - FP&A,needs mapping,
2026-04-01,R&D,AI automation,n8n,"(8,158)",manual Entry,TBD,posted,Vendor invoice late
2026-01-25,Services,Support tools,Zendesk / Gainsight,"1,798",cash,Alex - FP&A,manual adj,One-off item
15 Apr-26,Mktg,Customer appr.,Gift hamper,"7,853",ERP,TBD,posted,Timing issue
2026-03-28,Marketing,Google Ads,Google / LinkedIn,"1,390",Check,M. Chen,needs mapping,Vendor invoice late
2026-04-01,Revenue,Product sales,Retail Customer,"2,157",ERP,Andres,needs mapping,
15 Apr-26,Revenue,Revenue,Retail Customer,"9,702",ERP,,accrual,One-off item
15 Feb-26,COGS,Materials,Electric house,"(7,848)",Pos,,needs mapping,Timing issue
2026-03-28,G&A,Accounting fees,Brandon,"1,796",cash,Andres,accrual,Timing issue
15 Feb-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"(8,813)",ERP,Erikfinance ops,needs mapping,Vendor invoice late
01/2/26,Revenue,Subscr. revenue,Retail Customer,"7,625",manual Entry,Alex - FP&A,manual adj,
2026-02-26,Marketing,Paid media,Google / LinkedIn,"2,292",Check,TBD,,Vendor invoice late
2026-04-01,Marketing,Events & webinars,Various,"7,550",Pos,Alex - FP&A,manual adj,Map to GL 6100
25 Mar-26,Mktg,Paid media,Google / LinkedIn,(761),Pos,Alex - FP&A,needs mapping,One-off item
2026-01-25,Marketing,Customer appr.,Gift hamper,"5,621",cash,Andres,late invoice,Check sign
15 Apr-26,Mktg,Events & webinars,Various,"1,375",Check,Erikfinance ops,Posted,Vendor invoice late
01-Jan-26,Sales,Payroll - sales,Payroll,"6,885",manual Entry,M. Chen,needs mapping,
2026-01-25,Marketing,Google Ads,Google / LinkedIn,"7,706",Check,TBD,manual adj,Timing issue
01/4/26,Mktg,Customer appr.,Amazon gift c.,"6,259",Check,Erikfinance ops,manual adj,Ask owner
2026-02-26,Sales,Payroll - sales,Payroll,"8,600",ERP,TBD,posted,Ask owner
2026-03-28,COGS,Cloud hosting,AWS / Datadog,"1,389",Pos,Erikfinance ops,manual adj,Ask owner
15 Apr-26,Mktg,Paid media,Google / LinkedIn,"9,967",manual Entry,Andres,posted,Timing issue
15 Feb-26,COGS,Payroll - eng,Payroll,"2,641",cash,Andres,needs mapping,
2026-04-01,Services,Support tools,Zendesk / Gainsight,"(5,955)",ERP,Andres,Posted,Vendor invoice late
01/2/26,G&A,Legal fees,Buchalter,"7,604",manual Entry,TBD,accrual,Map to GL 6100
01-Jan-26,G&A,Office rent,Landlord,"6,999",ERP,TBD,late invoice,Timing issue
01/3/26,R&D,Cloud hosting,AWS / Datadog,"2,768",cash,Erikfinance ops,,Ask owner
01-Jan-26,COGS,Payroll - eng,Payroll,"6,563",cash,Erikfinance ops,manual adj,Map to GL 6100
01/3/26,COGS,Cloud hosting,AWS / Datadog,"4,959",Pos,Andres,,Map to GL 6100
2026-04-01,G&A,Accounting fees,Jason CPA,"2,030",manual Entry,,late invoice,One-off item
01/4/26,COGS,Cloud hosting,AWS / Datadog,"(7,225)",Check,Erikfinance ops,Posted,Timing issue
2026-04-01,Services,Support tools,Zendesk / Gainsight,"3,325",Check,Erikfinance ops,posted,
01/2/26,G&A,Accounting fees,Brandon,"6,397",Check,Andres,manual adj,Check sign
01/3/26,Sales,Sales commission,Payroll,662,Check,,manual adj,One-off item
15 Apr-26,Mktg,Customer appr.,Soccer Ticket,"7,741",manual Entry,,needs mapping,Timing issue
01/4/26,COGS,Cloud hosting,AWS / Datadog,"5,936",Check,Alex - FP&A,needs mapping,Timing issue
2026-03-28,Services,Prof services,Implementation clients,"4,491",Check,TBD,Posted,Timing issue
15 Feb-26,Mktg,Paid media,Google / LinkedIn,"2,610",Check,Andres,accrual,One-off item
01/3/26,Sales,Sales commission,Payroll,"(6,228)",Check,,manual adj,Timing issue
15 Apr-26,Revenue,Subscr. revenue,Retail Customer,"2,598",cash,Andres,posted,Timing issue
2026-04-01,G&A,Legal fees,Buchalter,"(8,083)",Check,Andres,manual adj,Map to GL 6100
25 Mar-26,R&D,Payroll - eng,Payroll,"6,291",Check,Erikfinance ops,Posted,Check sign
25 Mar-26,Mktg,Events & webinars,Various,"(6,461)",Pos,,late invoice,Vendor invoice late
15 Apr-26,COGS,Cloud hosting,AWS / Datadog,"9,774",manual Entry,TBD,accrual,Map to GL 6100
25 Mar-26,R&D,Cloud hosting,AWS / Datadog,"2,096",Check,Andres,Posted,Check sign
15 Feb-26,R&D,Cloud hosting,AWS / Datadog,"(1,468)",manual Entry,Andres,needs mapping,Timing issue
2026-01-25,Services,Support tools,Zendesk / Gainsight,"(8,317)",cash,Alex - FP&A,needs mapping,Vendor invoice late
2026-04-01,Services,Support tools,Zendesk / Gainsight,"(2,141)",cash,Erikfinance ops,Posted,
01-Jan-26,COGS,Payroll - eng,Payroll,"5,756",ERP,Erikfinance ops,needs mapping,Ask owner
2026-02-26,Marketing,Paid media,Google / LinkedIn,"(2,271)",Check,,late invoice,Ask owner
15 Feb-26,COGS,Cloud hosting,AWS / Datadog,"8,829",ERP,Alex - FP&A,accrual,Vendor invoice late
15 Feb-26,G&A,Office rent,Landlord,"7,342",manual Entry,TBD,late invoice,Ask owner
01-Jan-26,Marketing,Events & webinars,Various,"4,299",ERP,M. Chen,late invoice,Vendor invoice late
2026-02-26,Services,Support tools,Zendesk / Gainsight,"9,681",Pos,Erikfinance ops,late invoice,Map to GL 6100
01-Jan-26,Marketing,Events & webinars,Various,"3,124",manual Entry,M. Chen,posted,Ask owner
01/4/26,Services,Prof services,Implementation clients,"(2,566)",cash,Alex - FP&A,late invoice,Vendor invoice late
01/2/26,Revenue,Revenue,Retail Customer,"1,410",Pos,Erikfinance ops,needs mapping,Timing issue
01/4/26,COGS,Cloud hosting,AWS / Datadog,"7,915",ERP,M. Chen,posted,Vendor invoice late
2026-04-01,R&D,AI automation,n8n,"6,714",cash,Erikfinance ops,accrual,
01/4/26,COGS,Payroll - eng,Payroll,"1,465",Check,Andres,,Check sign
01/3/26,Sales,Sales commission,Payroll,"4,853",manual Entry,M. Chen,accrual,Vendor invoice late
15 Apr-26,Services,Prof services,Implementation clients,"7,253",Check,Alex - FP&A,manual adj,Ask owner
01-Jan-26,Revenue,Revenue,Retail Customer,"5,339",manual Entry,Erikfinance ops,needs mapping,Vendor invoice late
01-Jan-26,Marketing,Google Ads,Google / LinkedIn,"9,939",Pos,TBD,Posted,Timing issue
01/1/26,Services,Support tools,Zendesk / Gainsight,"8,545",Check,,manual adj,Check sign
01/4/26,R&D,Payroll - eng,Payroll,"7,411",ERP,TBD,posted,Vendor invoice late
01/4/26,Sales,Sales commission,Payroll,"(2,131)",manual Entry,Andres,accrual,One-off item
15 Apr-26,G&A,Office rent,Landlord,"5,231",cash,,accrual,One-off item
01/3/26,Marketing,Paid media,Google / LinkedIn,"(1,247)",Pos,TBD,needs mapping,Check sign
01-Jan-26,R&D,Cloud hosting,AWS / Datadog,"6,329",cash,Andres,posted,One-off item
25 Mar-26,Sales,Payroll - sales,Payroll,"9,361",Check,,posted,Ask owner
15 Feb-26,Services,Prof services,Implementation clients,"3,820",manual Entry,TBD,posted,Ask owner
